emergency_id,baseline_route_distance,baseline_route_eta,uk_route_distance,uk_route_eta,traffic_conditions,selected_route
REQ02282,3,7,3,7,NORMAL,ROUTE-PRIMARY
REQ02283,2.5,7,2.5,7,NORMAL,ROUTE-PRIMARY
REQ02284,2.3,6,2.3,6,NORMAL,ROUTE-PRIMARY
REQ02285,1.4,4,1.4,4,MODERATE,ROUTE-PRIMARY
REQ02286,0.8,2,0.8,2,MODERATE,ROUTE-PRIMARY
REQ02287,1.8,5,1.8,5,NORMAL,ROUTE-PRIMARY
REQ02288,6.2,15,6.2,15,NORMAL,ROUTE-PRIMARY
REQ02289,2.5,8,2.5,8,NORMAL,ROUTE-PRIMARY
REQ02290,1.1,3,1.1,3,NORMAL,ROUTE-PRIMARY
REQ02291,2.2,8,2.2,8,MODERATE,ROUTE-PRIMARY
REQ02292,2.7,7,2.7,7,MODERATE,ROUTE-PRIMARY
REQ02293,3.6,11,3.6,11,MODERATE,ROUTE-PRIMARY
REQ02294,1.3,4,1.3,4,NORMAL,ROUTE-PRIMARY
REQ02295,2.3,7,2.3,7,NORMAL,ROUTE-PRIMARY
REQ02296,0.7,3,0.7,2,NORMAL,ROUTE-PRIMARY
REQ02297,1.5,5,1.5,5,NORMAL,ROUTE-PRIMARY
REQ02298,1.4,5,1.4,5,NORMAL,ROUTE-PRIMARY
REQ02299,1.7,4,1.7,4,NORMAL,ROUTE-PRIMARY
REQ02300,2.6,8,2.6,8,NORMAL,ROUTE-PRIMARY
REQ02301,2.9,8,2.9,8,MODERATE,ROUTE-PRIMARY
REQ02302,1,3,1,3,NORMAL,ROUTE-PRIMARY
REQ02303,2.9,8,2.9,8,NORMAL,ROUTE-PRIMARY
REQ02304,0.6,2,0.6,2,MODERATE,ROUTE-PRIMARY
REQ02305,4,11,4,11,HEAVY,ROUTE-PRIMARY
REQ02306,1.1,4,1.1,4,MODERATE,ROUTE-PRIMARY
REQ02307,2.9,9,2.9,9,NORMAL,ROUTE-PRIMARY
REQ02308,2.4,5,2.4,5,HEAVY,ROUTE-PRIMARY
REQ02309,1.8,5,1.8,5,MODERATE,ROUTE-PRIMARY
REQ02310,0.8,3,0.8,3,NORMAL,ROUTE-PRIMARY
REQ02311,1.9,6,1.9,6,NORMAL,ROUTE-PRIMARY
REQ02312,2.6,8,2.6,7,NORMAL,ROUTE-PRIMARY
REQ02313,0.9,2,0.9,2,NORMAL,ROUTE-PRIMARY
REQ02314,3,10,3,10,NORMAL,ROUTE-PRIMARY
REQ02315,1.5,4,1.5,4,MODERATE,ROUTE-PRIMARY
REQ02316,2.5,8,2.5,8,NORMAL,ROUTE-PRIMARY
REQ02317,3.3,10,3.3,10,NORMAL,ROUTE-PRIMARY
REQ02318,2.6,8,2.6,8,NORMAL,ROUTE-PRIMARY
REQ02319,2,5,2,5,NORMAL,ROUTE-PRIMARY
REQ02320,1.8,6,1.8,5,HEAVY,ROUTE-PRIMARY
REQ02321,2.5,9,2.5,9,NORMAL,ROUTE-PRIMARY
REQ02322,3.9,10,3.9,10,NORMAL,ROUTE-PRIMARY
REQ02323,0.5,2,0.5,2,NORMAL,ROUTE-PRIMARY
REQ02324,1.7,6,1.7,6,NORMAL,ROUTE-PRIMARY
REQ02325,2.4,9,2.4,9,MODERATE,ROUTE-PRIMARY
REQ02326,2.5,7,2.5,7,HEAVY,ROUTE-PRIMARY
REQ02327,1.4,5,1.4,5,NORMAL,ROUTE-PRIMARY
REQ02328,1.7,4,1.7,4,NORMAL,ROUTE-PRIMARY
REQ02329,0.9,3,0.9,3,NORMAL,ROUTE-PRIMARY
REQ02330,4.2,14,4.2,14,NORMAL,ROUTE-PRIMARY
REQ02331,1.3,4,1.3,4,MODERATE,ROUTE-PRIMARY
REQ02332,1.8,7,1.8,7,NORMAL,ROUTE-PRIMARY
REQ02333,3,7,3,7,MODERATE,ROUTE-PRIMARY
REQ02334,1.6,4,1.6,4,MODERATE,ROUTE-PRIMARY
REQ02335,0.9,2,0.9,2,NORMAL,ROUTE-PRIMARY
REQ02336,2,6,2,6,NORMAL,ROUTE-PRIMARY
REQ02337,2.7,6,2.7,6,NORMAL,ROUTE-PRIMARY
REQ02338,1.3,3,1.3,3,HEAVY,ROUTE-PRIMARY
REQ02339,1.2,5,1.2,4,MODERATE,ROUTE-PRIMARY
REQ02340,0.5,2,0.5,1,NORMAL,ROUTE-PRIMARY
REQ02341,2.5,7,2.5,7,HEAVY,ROUTE-PRIMARY
REQ02342,3.3,11,3.3,11,NORMAL,ROUTE-PRIMARY
REQ02343,2.4,7,2.4,7,MODERATE,ROUTE-PRIMARY
REQ02344,1.1,3,1.1,3,NORMAL,ROUTE-PRIMARY
REQ02345,1.7,5,1.7,5,NORMAL,ROUTE-PRIMARY
REQ02346,0.8,2,0.8,2,NORMAL,ROUTE-PRIMARY
REQ02347,2.3,8,2.3,8,NORMAL,ROUTE-PRIMARY
REQ02348,2,7,2,7,NORMAL,ROUTE-PRIMARY
REQ02349,3.3,11,3.3,11,NORMAL,ROUTE-PRIMARY
REQ02350,2.4,9,2.4,9,NORMAL,ROUTE-PRIMARY
REQ02351,1.5,4,1.5,4,NORMAL,ROUTE-PRIMARY
REQ02352,1.4,4,1.4,4,NORMAL,ROUTE-PRIMARY
REQ02353,5.5,11,5.5,11,HEAVY,ROUTE-PRIMARY
REQ02354,0.4,2,0.4,1,MODERATE,ROUTE-PRIMARY
REQ02355,6.5,12,6.5,12,NORMAL,ROUTE-PRIMARY
REQ02356,2.3,5,2.3,5,NORMAL,ROUTE-PRIMARY
REQ02357,17.9,34,17.9,34,NORMAL,ROUTE-PRIMARY
REQ02358,1.7,6,1.7,6,MODERATE,ROUTE-PRIMARY
REQ02359,2.8,10,2.8,10,NORMAL,ROUTE-PRIMARY
REQ02360,15.2,25,15.2,25,NORMAL,ROUTE-PRIMARY
REQ02361,1.2,4,1.2,4,MODERATE,ROUTE-PRIMARY
REQ02362,3,11,3,11,HEAVY,ROUTE-PRIMARY
REQ02363,2.7,7,2.7,7,NORMAL,ROUTE-PRIMARY
REQ02364,1.9,6,1.9,6,NORMAL,ROUTE-PRIMARY
REQ02365,0.7,2,0.7,2,HEAVY,ROUTE-PRIMARY
REQ02366,3.7,9,3.7,9,MODERATE,ROUTE-PRIMARY
REQ02367,0.9,2,0.9,2,NORMAL,ROUTE-PRIMARY
REQ02368,3.3,9,3.3,9,NORMAL,ROUTE-PRIMARY
REQ02369,1.6,4,1.6,4,MODERATE,ROUTE-PRIMARY
REQ02370,1.2,3,1.2,3,NORMAL,ROUTE-PRIMARY
REQ02371,2.3,7,2.3,7,NORMAL,ROUTE-PRIMARY
REQ02372,1.6,5,1.6,5,MODERATE,ROUTE-PRIMARY
REQ02373,2.2,7,2.2,7,NORMAL,ROUTE-PRIMARY
REQ02374,1.2,4,1.2,4,NORMAL,ROUTE-PRIMARY
REQ02375,2,6,2,6,NORMAL,ROUTE-PRIMARY
REQ02376,2.2,6,2.2,6,NORMAL,ROUTE-PRIMARY
REQ02377,0.4,2,0.4,1,NORMAL,ROUTE-PRIMARY
REQ02378,1.7,5,1.7,5,MODERATE,ROUTE-PRIMARY
REQ02379,1.3,5,1.3,5,NORMAL,ROUTE-PRIMARY
REQ02380,1,4,1,4,NORMAL,ROUTE-PRIMARY
REQ02381,0.7,2,0.7,2,MODERATE,ROUTE-PRIMARY
REQ02382,1.3,5,1.3,5,MODERATE,ROUTE-PRIMARY
REQ02383,0.4,2,0.4,1,NORMAL,ROUTE-PRIMARY
REQ02384,1,3,1,3,NORMAL,ROUTE-PRIMARY
REQ02385,1.1,3,1.1,3,NORMAL,ROUTE-PRIMARY
REQ02386,2.3,7,2.3,7,NORMAL,ROUTE-PRIMARY
REQ02387,1.1,3,1.1,3,NORMAL,ROUTE-PRIMARY
REQ02388,1.3,2,1.3,2,NORMAL,ROUTE-PRIMARY
REQ02389,2.7,9,2.7,9,MODERATE,ROUTE-PRIMARY
REQ02390,1.5,4,1.5,4,NORMAL,ROUTE-PRIMARY
REQ02391,2.6,8,2.6,8,NORMAL,ROUTE-PRIMARY
REQ02392,1.4,4,1.4,4,NORMAL,ROUTE-PRIMARY
REQ02393,2.3,7,2.3,7,MODERATE,ROUTE-PRIMARY
REQ02394,2.1,3,2.1,3,NORMAL,ROUTE-PRIMARY
REQ02395,1.2,3,1.2,3,HEAVY,ROUTE-PRIMARY
REQ02396,1,4,1,4,NORMAL,ROUTE-PRIMARY
REQ02397,1.8,4,1.8,4,MODERATE,ROUTE-PRIMARY
REQ02398,1.7,6,1.7,6,HEAVY,ROUTE-PRIMARY
REQ02399,2.8,5,2.8,5,MODERATE,ROUTE-PRIMARY
REQ02400,1.8,3,1.8,3,NORMAL,ROUTE-PRIMARY
REQ02401,1.8,6,1.8,6,NORMAL,ROUTE-PRIMARY
REQ02402,1.7,6,1.7,6,NORMAL,ROUTE-PRIMARY
REQ02403,4.3,9,4.3,9,MODERATE,ROUTE-PRIMARY
REQ02404,1.6,4,1.6,4,HEAVY,ROUTE-PRIMARY
REQ02405,1.9,7,1.9,7,MODERATE,ROUTE-PRIMARY
REQ02406,0.8,3,0.8,3,NORMAL,ROUTE-PRIMARY
REQ02407,2.4,6,2.4,6,HEAVY,ROUTE-PRIMARY
REQ02408,2.9,10,2.9,10,MODERATE,ROUTE-PRIMARY
REQ02409,1.1,4,1.1,4,MODERATE,ROUTE-PRIMARY
REQ02410,1.7,5,1.7,5,HEAVY,ROUTE-PRIMARY
REQ02411,1.2,3,1.2,3,NORMAL,ROUTE-PRIMARY
REQ02412,0.8,3,0.8,3,NORMAL,ROUTE-PRIMARY
REQ02413,2.5,8,2.5,8,HEAVY,ROUTE-PRIMARY
REQ02414,3.2,8,3.2,8,MODERATE,ROUTE-PRIMARY
REQ02415,1.2,4,1.2,4,NORMAL,ROUTE-PRIMARY
REQ02416,1.3,3,1.3,3,NORMAL,ROUTE-PRIMARY
REQ02417,4.4,8,4.4,8,MODERATE,ROUTE-PRIMARY
REQ02418,0.2,2,0.2,1,NORMAL,ROUTE-PRIMARY
REQ02419,1.1,3,1.1,3,NORMAL,ROUTE-PRIMARY
REQ02420,2.8,5,2.8,5,MODERATE,ROUTE-PRIMARY
REQ02421,1.3,5,1.3,5,NORMAL,ROUTE-PRIMARY
REQ02422,1.6,5,1.6,5,NORMAL,ROUTE-PRIMARY
REQ02423,2.9,11,2.9,11,NORMAL,ROUTE-PRIMARY
REQ02424,1.7,5,1.7,5,MODERATE,ROUTE-PRIMARY
REQ02425,2.9,7,2.9,7,NORMAL,ROUTE-PRIMARY
REQ02426,0.9,2,0.9,2,MODERATE,ROUTE-PRIMARY
REQ02427,1.6,5,1.6,5,NORMAL,ROUTE-PRIMARY
REQ02428,1.8,7,1.8,7,HEAVY,ROUTE-PRIMARY
REQ02429,3.3,6,3.3,6,MODERATE,ROUTE-PRIMARY
REQ02430,1.1,3,1.1,3,NORMAL,ROUTE-PRIMARY
REQ02431,2.6,6,2.6,6,NORMAL,ROUTE-PRIMARY
REQ02432,2.7,7,2.7,7,NORMAL,ROUTE-PRIMARY
REQ02433,3.3,11,3.3,11,MODERATE,ROUTE-PRIMARY
REQ02434,2.3,8,2.3,8,NORMAL,ROUTE-PRIMARY
REQ02435,2.3,9,2.3,9,NORMAL,ROUTE-PRIMARY
REQ02436,3.4,10,3.4,10,NORMAL,ROUTE-PRIMARY
REQ02437,1.9,4,1.9,4,MODERATE,ROUTE-PRIMARY
REQ02438,2.8,5,2.8,5,MODERATE,ROUTE-PRIMARY
REQ02439,1.3,3,1.3,3,MODERATE,ROUTE-PRIMARY
REQ02440,0.6,2,0.6,2,NORMAL,ROUTE-PRIMARY
REQ02441,2.1,5,2.1,4,NORMAL,ROUTE-PRIMARY
REQ02442,1.6,6,1.6,6,NORMAL,ROUTE-PRIMARY
REQ02443,2.8,9,2.8,9,NORMAL,ROUTE-PRIMARY
REQ02444,3.9,12,3.9,12,NORMAL,ROUTE-PRIMARY
REQ02445,0.4,2,0.4,1,MODERATE,ROUTE-PRIMARY
REQ02446,1.9,5,1.9,5,NORMAL,ROUTE-PRIMARY
REQ02447,2.9,7,2.9,7,NORMAL,ROUTE-PRIMARY
REQ02448,2.6,8,2.6,7,MODERATE,ROUTE-PRIMARY
REQ02449,1.6,5,1.6,5,HEAVY,ROUTE-PRIMARY
REQ02450,2.8,9,2.8,9,NORMAL,ROUTE-PRIMARY
REQ02451,0.6,2,0.6,2,NORMAL,ROUTE-PRIMARY
REQ02452,4.3,12,4.3,12,NORMAL,ROUTE-PRIMARY
REQ02453,2.5,8,2.5,8,MODERATE,ROUTE-PRIMARY
REQ02454,4.7,8,4.7,8,NORMAL,ROUTE-PRIMARY
REQ02455,0.5,2,0.5,2,NORMAL,ROUTE-PRIMARY
REQ02456,1.5,5,1.5,5,MODERATE,ROUTE-PRIMARY
REQ02457,1.6,6,1.6,5,NORMAL,ROUTE-PRIMARY
REQ02458,1.9,5,1.9,5,NORMAL,ROUTE-PRIMARY
REQ02459,1.9,4,1.9,4,NORMAL,ROUTE-PRIMARY
REQ02460,3.5,8,3.5,8,NORMAL,ROUTE-PRIMARY
REQ02461,1.2,4,1.2,4,NORMAL,ROUTE-PRIMARY
REQ02462,3.2,11,3.2,11,MODERATE,ROUTE-PRIMARY
REQ02463,1.8,6,1.8,6,NORMAL,ROUTE-PRIMARY
REQ02464,2,7,2,7,NORMAL,ROUTE-PRIMARY
REQ02465,0.6,2,0.6,1,MODERATE,ROUTE-PRIMARY
REQ02466,2.1,5,2.1,5,NORMAL,ROUTE-PRIMARY
REQ02467,3.3,10,3.3,10,NORMAL,ROUTE-PRIMARY
REQ02468,1,3,1,3,MODERATE,ROUTE-PRIMARY
REQ02469,2.6,9,2.6,9,NORMAL,ROUTE-PRIMARY
REQ02470,2.4,8,2.4,8,HEAVY,ROUTE-PRIMARY
REQ02471,1.9,7,1.9,7,MODERATE,ROUTE-PRIMARY
REQ02472,1.9,7,1.9,7,MODERATE,ROUTE-PRIMARY
REQ02473,2.9,11,2.9,11,MODERATE,ROUTE-PRIMARY
REQ02474,1.6,5,1.6,5,NORMAL,ROUTE-PRIMARY
REQ02475,2.5,6,2.5,6,NORMAL,ROUTE-PRIMARY
REQ02476,14.8,26,14.8,26,NORMAL,ROUTE-PRIMARY
REQ02477,2.7,9,2.7,9,NORMAL,ROUTE-PRIMARY
REQ02478,2,5,2,5,NORMAL,ROUTE-PRIMARY
REQ02479,3,7,3,7,HEAVY,ROUTE-PRIMARY
REQ02480,1.6,5,1.6,5,MODERATE,ROUTE-PRIMARY
REQ02481,0.6,2,0.6,2,NORMAL,ROUTE-PRIMARY
REQ02482,3.3,9,3.3,9,NORMAL,ROUTE-PRIMARY
REQ02483,2.6,6,2.6,6,MODERATE,ROUTE-PRIMARY
REQ02484,2.5,4,2.5,4,NORMAL,ROUTE-PRIMARY
REQ02485,0.8,3,0.8,3,HEAVY,ROUTE-PRIMARY
REQ02486,1.5,4,1.5,4,MODERATE,ROUTE-PRIMARY
REQ02487,3.2,8,3.2,8,NORMAL,ROUTE-PRIMARY
REQ02488,2.8,7,2.8,7,NORMAL,ROUTE-PRIMARY
REQ02489,0.3,2,0.3,1,NORMAL,ROUTE-PRIMARY
REQ02490,1.1,4,1.1,4,NORMAL,ROUTE-PRIMARY
REQ02491,3,9,3,9,NORMAL,ROUTE-PRIMARY
REQ02492,1.9,6,1.9,6,MODERATE,ROUTE-PRIMARY
REQ02493,1,3,1,3,NORMAL,ROUTE-PRIMARY
REQ02494,2.4,7,2.4,7,HEAVY,ROUTE-PRIMARY
REQ02495,2.2,6,2.2,6,NORMAL,ROUTE-PRIMARY
REQ02496,1.1,3,1.1,3,NORMAL,ROUTE-PRIMARY
REQ02497,1.2,3,1.2,3,NORMAL,ROUTE-PRIMARY
REQ02498,1.2,3,1.2,3,NORMAL,ROUTE-PRIMARY
REQ02499,1.1,3,1.1,3,NORMAL,ROUTE-PRIMARY
REQ02500,4.3,12,4.3,12,HEAVY,ROUTE-PRIMARY
REQ02501,2.8,8,2.8,8,NORMAL,ROUTE-PRIMARY
REQ02502,1.9,5,1.9,5,NORMAL,ROUTE-PRIMARY
REQ02503,1.5,6,1.5,6,NORMAL,ROUTE-PRIMARY
REQ02504,1.6,5,1.6,5,MODERATE,ROUTE-PRIMARY
REQ02505,2.2,7,2.2,7,MODERATE,ROUTE-PRIMARY
REQ02506,6.4,11,6.4,10,NORMAL,ROUTE-PRIMARY
REQ02507,3.3,10,3.3,10,MODERATE,ROUTE-PRIMARY
REQ02508,1.7,5,1.7,5,NORMAL,ROUTE-PRIMARY
REQ02509,0.5,2,0.5,2,MODERATE,ROUTE-PRIMARY
REQ02510,2,8,2,8,NORMAL,ROUTE-PRIMARY
REQ02511,2,8,2,7,NORMAL,ROUTE-PRIMARY
REQ02512,3.1,10,3.1,10,NORMAL,ROUTE-PRIMARY
REQ02513,1.1,3,1.1,3,MODERATE,ROUTE-PRIMARY
REQ02514,2.1,6,2.1,6,NORMAL,ROUTE-PRIMARY
REQ02515,1.8,4,1.8,4,NORMAL,ROUTE-PRIMARY
REQ02516,2.5,6,2.5,6,MODERATE,ROUTE-PRIMARY
REQ02517,1.3,3,1.3,3,MODERATE,ROUTE-PRIMARY
REQ02518,1.8,6,1.8,6,HEAVY,ROUTE-PRIMARY
REQ02519,3,10,3,10,NORMAL,ROUTE-PRIMARY
REQ02520,0.7,2,0.7,2,MODERATE,ROUTE-PRIMARY
REQ02521,1.9,6,1.9,6,MODERATE,ROUTE-PRIMARY
REQ02522,2.1,8,2.1,8,NORMAL,ROUTE-PRIMARY
REQ02523,4.1,9,4.1,9,MODERATE,ROUTE-PRIMARY
REQ02524,1.8,4,1.8,4,HEAVY,ROUTE-PRIMARY
REQ02525,2.9,9,2.9,9,MODERATE,ROUTE-PRIMARY
REQ02526,2.3,6,2.3,6,MODERATE,ROUTE-PRIMARY
REQ02527,0.9,3,0.9,3,NORMAL,ROUTE-PRIMARY
REQ02528,0.2,2,0.2,1,NORMAL,ROUTE-PRIMARY
REQ02529,1.1,4,1.1,4,MODERATE,ROUTE-PRIMARY
REQ02530,2.7,7,2.7,7,HEAVY,ROUTE-PRIMARY
REQ02531,1.1,3,1.1,3,NORMAL,ROUTE-PRIMARY
REQ02532,13.7,23,13.7,23,NORMAL,ROUTE-PRIMARY
REQ02533,3.2,8,3.2,8,NORMAL,ROUTE-PRIMARY
REQ02534,0.8,2,0.8,2,NORMAL,ROUTE-PRIMARY
REQ02535,2.6,8,2.6,8,NORMAL,ROUTE-PRIMARY
REQ02536,0.9,2,0.9,2,NORMAL,ROUTE-PRIMARY
REQ02537,1.3,3,1.3,3,MODERATE,ROUTE-PRIMARY
REQ02538,1.1,4,1.1,4,NORMAL,ROUTE-PRIMARY
REQ02539,1.6,4,1.6,4,NORMAL,ROUTE-PRIMARY
REQ02540,1,3,1,3,NORMAL,ROUTE-PRIMARY
REQ02541,0.9,3,0.9,2,NORMAL,ROUTE-PRIMARY
REQ02542,3,9,3,9,NORMAL,ROUTE-PRIMARY
REQ02543,3.4,10,3.4,10,NORMAL,ROUTE-PRIMARY
REQ02544,1,3,1,3,NORMAL,ROUTE-PRIMARY
REQ02545,1.3,5,1.3,5,NORMAL,ROUTE-PRIMARY
REQ02546,2,5,2,5,MODERATE,ROUTE-PRIMARY
REQ02547,1.6,4,1.6,4,NORMAL,ROUTE-PRIMARY
REQ02548,0.6,2,0.6,2,NORMAL,ROUTE-PRIMARY
REQ02549,1.5,5,1.5,5,NORMAL,ROUTE-PRIMARY
REQ02550,1.7,5,1.7,5,MODERATE,ROUTE-PRIMARY
REQ02551,2.9,10,2.9,10,NORMAL,ROUTE-PRIMARY
REQ02552,2.5,6,2.5,6,NORMAL,ROUTE-PRIMARY
REQ02553,1.8,6,1.8,6,NORMAL,ROUTE-PRIMARY
REQ02554,1.9,5,1.9,5,HEAVY,ROUTE-PRIMARY
REQ02555,2.6,6,2.6,6,MODERATE,ROUTE-PRIMARY
REQ02556,0.6,2,0.6,2,MODERATE,ROUTE-PRIMARY
REQ02557,1.6,6,1.6,6,HEAVY,ROUTE-PRIMARY
REQ02558,2.9,9,2.9,9,NORMAL,ROUTE-PRIMARY
REQ02559,5.1,11,5.1,11,MODERATE,ROUTE-PRIMARY
REQ02560,1.8,6,1.9,6,HEAVY,ROUTE-PRIMARY
REQ02561,1.8,4,1.8,4,MODERATE,ROUTE-PRIMARY
REQ02562,4.2,11,4.2,10,MODERATE,ROUTE-PRIMARY
REQ02563,1.4,4,1.4,4,NORMAL,ROUTE-PRIMARY
REQ02564,3.2,9,3.2,9,NORMAL,ROUTE-PRIMARY
REQ02565,0.8,3,0.8,3,MODERATE,ROUTE-PRIMARY
REQ02566,2.8,7,2.8,7,NORMAL,ROUTE-PRIMARY
REQ02567,1.1,3,1.1,3,NORMAL,ROUTE-PRIMARY
REQ02568,0.6,2,0.6,2,NORMAL,ROUTE-PRIMARY
REQ02569,2.4,4,2.4,4,MODERATE,ROUTE-PRIMARY
REQ02570,2.3,7,2.3,7,NORMAL,ROUTE-PRIMARY
REQ02571,3.3,10,3.3,10,NORMAL,ROUTE-PRIMARY
REQ02572,2.4,9,2.4,9,NORMAL,ROUTE-PRIMARY
REQ02573,0.4,2,0.4,1,MODERATE,ROUTE-PRIMARY
REQ02574,0.6,2,0.6,2,MODERATE,ROUTE-PRIMARY
REQ02575,2.6,5,2.6,5,HEAVY,ROUTE-PRIMARY
REQ02576,4.1,11,4.1,11,NORMAL,ROUTE-PRIMARY
REQ02577,2.4,8,2.4,8,NORMAL,ROUTE-PRIMARY
REQ02578,1.9,6,1.9,6,NORMAL,ROUTE-PRIMARY
REQ02579,3.4,8,3.4,8,NORMAL,ROUTE-PRIMARY
REQ02580,2.1,8,2.1,8,MODERATE,ROUTE-PRIMARY
REQ02581,1,3,1,3,NORMAL,ROUTE-PRIMARY
REQ02582,2,7,2,7,NORMAL,ROUTE-PRIMARY
REQ02583,1.4,4,1.4,4,MODERATE,ROUTE-PRIMARY
REQ02584,1.6,5,1.6,5,NORMAL,ROUTE-PRIMARY
REQ02585,1.9,5,1.9,5,NORMAL,ROUTE-PRIMARY
REQ02586,1.2,3,1.2,3,NORMAL,ROUTE-PRIMARY
REQ02587,2.6,8,2.6,8,NORMAL,ROUTE-PRIMARY
REQ02588,1.2,4,1.2,4,NORMAL,ROUTE-PRIMARY
REQ02589,2.5,7,2.5,7,MODERATE,ROUTE-PRIMARY
REQ02590,1.5,4,1.5,4,HEAVY,ROUTE-PRIMARY
REQ02591,3.3,10,3.3,10,MODERATE,ROUTE-PRIMARY
REQ02592,2.2,8,2.2,8,NORMAL,ROUTE-PRIMARY
REQ02593,2.3,6,2.3,6,NORMAL,ROUTE-PRIMARY
REQ02594,2.9,7,2.9,7,NORMAL,ROUTE-PRIMARY
REQ02595,2.9,9,2.9,9,NORMAL,ROUTE-PRIMARY
REQ02596,2.9,9,2.9,9,NORMAL,ROUTE-PRIMARY
REQ02597,0.4,2,0.4,1,MODERATE,ROUTE-PRIMARY
REQ02598,3.4,10,3.4,9,MODERATE,ROUTE-PRIMARY
REQ02599,3.8,7,3.8,7,NORMAL,ROUTE-PRIMARY
REQ02600,1.2,3,1.2,3,MODERATE,ROUTE-PRIMARY
REQ02601,0.6,2,0.6,2,MODERATE,ROUTE-PRIMARY
REQ02602,1.6,4,1.6,4,HEAVY,ROUTE-PRIMARY
REQ02603,1.1,3,1.1,3,MODERATE,ROUTE-PRIMARY
REQ02604,1.9,7,1.9,6,NORMAL,ROUTE-PRIMARY
REQ02605,2.8,7,2.8,7,HEAVY,ROUTE-PRIMARY
REQ02606,1.3,4,1.3,4,NORMAL,ROUTE-PRIMARY
REQ02607,1,2,1,2,MODERATE,ROUTE-PRIMARY
REQ02608,2.2,7,2.2,7,NORMAL,ROUTE-PRIMARY
REQ02609,1.1,4,1.1,4,NORMAL,ROUTE-PRIMARY
REQ02610,1.6,4,1.6,4,NORMAL,ROUTE-PRIMARY
REQ02611,1.1,3,1.1,3,NORMAL,ROUTE-PRIMARY
REQ02612,1.1,3,1.1,3,NORMAL,ROUTE-PRIMARY
REQ02613,2.6,7,2.6,7,MODERATE,ROUTE-PRIMARY
REQ02614,1.9,5,1.9,5,NORMAL,ROUTE-PRIMARY
REQ02615,1.7,6,1.7,6,NORMAL,ROUTE-PRIMARY
REQ02616,1.5,4,1.5,4,NORMAL,ROUTE-PRIMARY
REQ02617,2.2,8,2.2,8,NORMAL,ROUTE-PRIMARY
REQ02618,1.8,5,1.8,5,NORMAL,ROUTE-PRIMARY
REQ02619,1,3,1,3,NORMAL,ROUTE-PRIMARY
REQ02620,1.9,6,1.9,6,NORMAL,ROUTE-PRIMARY
REQ02621,5.5,11,5.5,11,MODERATE,ROUTE-PRIMARY
REQ02622,1.9,7,1.9,7,MODERATE,ROUTE-PRIMARY
REQ02623,1.3,4,1.3,4,NORMAL,ROUTE-PRIMARY
REQ02624,2.2,7,2.2,7,NORMAL,ROUTE-PRIMARY
REQ02625,2.2,6,2.2,6,MODERATE,ROUTE-PRIMARY
REQ02626,1.1,3,1.1,3,HEAVY,ROUTE-PRIMARY
REQ02627,2.9,9,2.9,9,NORMAL,ROUTE-PRIMARY
REQ02628,2,8,2,8,NORMAL,ROUTE-PRIMARY
REQ02629,2.3,5,2.3,5,NORMAL,ROUTE-PRIMARY
REQ02630,3.5,10,3.5,10,NORMAL,ROUTE-PRIMARY
REQ02631,0.5,2,0.5,2,NORMAL,ROUTE-PRIMARY
REQ02632,1.4,5,1.4,5,NORMAL,ROUTE-PRIMARY
REQ02633,1.2,3,1.2,3,NORMAL,ROUTE-PRIMARY
REQ02634,2.2,6,2.2,6,NORMAL,ROUTE-PRIMARY
REQ02635,3.2,9,3.2,9,NORMAL,ROUTE-PRIMARY
REQ02636,4.2,13,4.2,13,MODERATE,ROUTE-PRIMARY
REQ02637,1.1,4,1.1,4,NORMAL,ROUTE-PRIMARY
REQ02638,0.8,3,0.8,3,HEAVY,ROUTE-PRIMARY
REQ02639,2.3,4,2.3,4,NORMAL,ROUTE-PRIMARY
REQ02640,4.2,12,4.2,12,MODERATE,ROUTE-PRIMARY
REQ02641,3,9,3,9,NORMAL,ROUTE-PRIMARY
REQ02642,0.7,3,0.7,3,NORMAL,ROUTE-PRIMARY
REQ02643,2.8,5,2.8,5,MODERATE,ROUTE-PRIMARY
REQ02644,1,3,1,3,NORMAL,ROUTE-PRIMARY
REQ02645,1.9,7,1.9,7,MODERATE,ROUTE-PRIMARY
REQ02646,1.3,5,1.3,5,NORMAL,ROUTE-PRIMARY
REQ02647,1.1,3,1.1,3,HEAVY,ROUTE-PRIMARY
REQ02648,7.5,18,7.5,18,NORMAL,ROUTE-PRIMARY
REQ02649,1.6,5,1.6,5,NORMAL,ROUTE-PRIMARY
REQ02650,1,3,1,3,HEAVY,ROUTE-PRIMARY
REQ02651,1.2,3,1.2,3,MODERATE,ROUTE-PRIMARY
REQ02652,0.6,2,0.6,2,NORMAL,ROUTE-PRIMARY
REQ02653,0.5,2,0.5,2,MODERATE,ROUTE-PRIMARY
REQ02654,2,6,2,6,MODERATE,ROUTE-PRIMARY
REQ02655,1.7,4,1.7,4,NORMAL,ROUTE-PRIMARY
REQ02656,1.7,4,1.7,4,NORMAL,ROUTE-PRIMARY
REQ02657,3.4,10,3.4,10,NORMAL,ROUTE-PRIMARY
REQ02658,3.6,11,3.6,11,MODERATE,ROUTE-PRIMARY
REQ02659,2.8,9,2.8,9,HEAVY,ROUTE-PRIMARY
REQ02660,1.7,6,1.7,6,MODERATE,ROUTE-PRIMARY
REQ02661,0.6,2,0.6,2,MODERATE,ROUTE-PRIMARY
