emergency_id,baseline_ambulance_id,baseline_eta,baseline_distance,uk_ambulance_id,uk_eta,uk_distance,uk_score,traffic
REQ02098,AMB0023,3,1.07,AMB0023,3,1.1,0.22,HEAVY
REQ02099,AMB0077,5,2.25,AMB0079,5,1.9,0.28,NORMAL
REQ02100,AMB0034,8,2.87,AMB0055,7,2.6,0.496,NORMAL
REQ02101,AMB0081,33,18.81,AMB0083,7,2.5,0.318,HEAVY
REQ02102,AMB0037,4,1.33,AMB0037,4,1.3,0.249,NORMAL
REQ02103,AMB0088,12,5.22,AMB0079,6,2.6,0.47,MODERATE
REQ02104,AMB0131,11,4.17,AMB0131,11,4.2,0.4,HEAVY
REQ02105,AMB0055,3,0.79,AMB0055,3,0.8,0.204,MODERATE
REQ02106,AMB0100,5,1.65,AMB0100,5,1.7,0.218,NORMAL
REQ02107,AMB0057,13,4.27,AMB0033,7,2,0.278,NORMAL
REQ02108,AMB0110,8,3.06,AMB0110,8,3.1,0.463,MODERATE
REQ02109,AMB0063,7,1.93,AMB0065,6,1.9,0.346,MODERATE
REQ02110,AMB0014,9,2.52,AMB0014,9,2.5,0.713,HEAVY
REQ02111,AMB0081,9,3.22,AMB0083,9,3.7,0.253,NORMAL
REQ02112,AMB0029,2,0.72,AMB0027,2,0.7,0.185,NORMAL
REQ02113,AMB0046,5,2.43,AMB0046,5,2.4,0.265,HEAVY
REQ02114,AMB0079,6,2.76,AMB0079,6,2.8,0.343,MODERATE
REQ02115,AMB0089,20,8.33,AMB0088,6,1.7,0.158,NORMAL
REQ02116,AMB0103,5,1.46,AMB0103,5,1.5,0.283,NORMAL
REQ02117,AMB0129,10,2.72,AMB0131,10,2.5,0.375,MODERATE
REQ02118,AMB0039,4,1.21,AMB0039,4,1.2,0.294,NORMAL
REQ02119,AMB0015,11,4.27,AMB0018,6,2.5,0.538,NORMAL
REQ02120,AMB0048,3,0.79,AMB0048,3,0.8,0.279,NORMAL
REQ02121,AMB0089,3,1.01,AMB0089,3,1,0.22,MODERATE
REQ02122,AMB0083,2,0.4,AMB0083,1,0.4,0.121,HEAVY
REQ02123,AMB0037,5,1.47,AMB0037,5,1.5,0.342,NORMAL
REQ02124,AMB0075,6,1.59,AMB0076,4,1.1,0.229,MODERATE
REQ02125,AMB0053,2,0.6,AMB0053,2,0.6,0.22,MODERATE
REQ02126,AMB0101,12,5.52,AMB0084,6,2.5,0.537,MODERATE
REQ02127,AMB0127,6,1.64,AMB0127,6,1.6,0.259,MODERATE
REQ02128,AMB0040,8,3.12,AMB0042,8,3,0.678,NORMAL
REQ02129,AMB0034,2,0.69,AMB0036,2,0.7,0.208,NORMAL
REQ02130,AMB0089,54,20.47,AMB0086,13,4.1,0.356,NORMAL
REQ02131,AMB0002,9,3.37,AMB0001,7,2.6,0.374,NORMAL
REQ02132,AMB0019,4,1.01,AMB0018,3,1,0.316,NORMAL
REQ02133,AMB0060,2,0.63,AMB0060,2,0.6,0.28,MODERATE
REQ02134,AMB0097,3,1.43,AMB0097,3,1.4,0.211,HEAVY
REQ02135,AMB0081,9,3.44,AMB0083,9,3.9,0.253,MODERATE
REQ02136,AMB0011,10,2.68,AMB0011,10,2.7,0.454,NORMAL
REQ02137,AMB0050,3,1.24,AMB0049,2,1,0.266,NORMAL
REQ02138,AMB0125,9,2.5,AMB0123,8,2.2,0.342,MODERATE
REQ02139,AMB0108,2,0.3,AMB0108,1,0.3,0.128,NORMAL
REQ02140,AMB0131,2,0.75,AMB0131,2,0.8,0.18,NORMAL
REQ02141,AMB0057,4,1.21,AMB0057,4,1.2,0.321,MODERATE
REQ02142,AMB0086,6,1.93,AMB0086,6,1.9,0.312,NORMAL
REQ02143,AMB0092,5,1.71,AMB0092,5,1.7,0.209,NORMAL
REQ02144,AMB0035,4,1.48,AMB0033,3,1.3,0.304,NORMAL
REQ02145,AMB0060,4,0.92,AMB0060,3,0.9,0.305,NORMAL
REQ02146,AMB0025,8,2.32,AMB0023,7,2.3,0.53,NORMAL
REQ02147,AMB0111,6,2,AMB0109,5,1.9,0.194,NORMAL
REQ02148,AMB0098,6,2.15,AMB0098,6,2.2,0.454,MODERATE
REQ02149,AMB0063,3,0.82,AMB0066,3,0.7,0.188,NORMAL
REQ02150,AMB0130,11,2.76,AMB0131,9,2.4,0.371,MODERATE
REQ02151,AMB0125,7,3,AMB0123,6,2.7,0.496,NORMAL
REQ02152,AMB0002,6,1.61,AMB0001,5,1.4,0.246,NORMAL
REQ02153,AMB0034,4,1.29,AMB0036,4,1.3,0.31,NORMAL
REQ02154,AMB0129,5,1.25,AMB0131,4,1.1,0.206,MODERATE
REQ02155,AMB0036,12,4.63,AMB0021,9,3.4,0.646,NORMAL
REQ02156,AMB0089,11,3.08,AMB0088,11,3.2,0.326,NORMAL
REQ02157,AMB0107,7,2.43,AMB0099,6,2.2,0.469,NORMAL
REQ02158,AMB0115,10,2.78,AMB0113,9,2.5,0.344,NORMAL
REQ02159,AMB0048,21,7.82,AMB0074,10,3.4,0.497,MODERATE
REQ02160,AMB0041,3,1.19,AMB0041,3,1.2,0.24,NORMAL
REQ02161,AMB0081,30,18.19,AMB0083,3,1.5,0.154,NORMAL
REQ02162,AMB0082,45,22.24,AMB0046,18,7.6,0.404,NORMAL
REQ02163,AMB0066,10,3.18,AMB0064,10,3.2,0.573,NORMAL
REQ02164,AMB0056,4,1.14,AMB0057,3,1,0.258,NORMAL
REQ02165,AMB0080,24,14.57,AMB0079,23,14.3,0.599,MODERATE
REQ02166,AMB0018,7,2.12,AMB0018,7,2.1,0.531,NORMAL
REQ02167,AMB0060,15,4.6,AMB0092,11,3.8,0.588,NORMAL
REQ02168,AMB0078,5,1.53,AMB0079,5,1.4,0.174,MODERATE
REQ02169,AMB0039,11,3.17,AMB0036,8,3.1,0.549,NORMAL
REQ02170,AMB0111,8,2.45,AMB0109,7,2.3,0.346,HEAVY
REQ02171,AMB0114,7,2.7,AMB0113,7,2.6,0.493,NORMAL
REQ02172,AMB0021,6,2.15,AMB0021,6,2.2,0.474,NORMAL
REQ02173,AMB0029,9,2.35,AMB0027,8,2.3,0.445,HEAVY
REQ02174,AMB0087,4,0.96,AMB0087,3,1,0.141,NORMAL
REQ02175,AMB0086,6,2.4,AMB0084,5,2.1,0.328,NORMAL
REQ02176,AMB0109,6,3.15,AMB0110,4,2.2,0.349,HEAVY
REQ02177,AMB0121,10,2.61,AMB0120,9,2.4,0.278,MODERATE
REQ02178,AMB0030,8,2.52,AMB0066,8,3.1,0.738,NORMAL
REQ02179,AMB0046,6,2.54,AMB0046,6,2.5,0.269,HEAVY
REQ02180,AMB0116,21,6.86,AMB0118,3,1,0.157,NORMAL
REQ02181,AMB0088,38,19.38,AMB0079,28,16.7,0.634,MODERATE
REQ02182,AMB0035,8,2.41,AMB0033,7,2.3,0.446,NORMAL
REQ02183,AMB0037,4,1.5,AMB0037,4,1.5,0.326,NORMAL
REQ02184,AMB0024,5,2.18,AMB0023,4,1.9,0.467,MODERATE
REQ02185,AMB0107,14,5.27,AMB0128,7,2.7,0.521,HEAVY
REQ02186,AMB0032,15,4.46,AMB0023,9,2.8,0.509,NORMAL
REQ02187,AMB0035,2,1.03,AMB0033,2,0.9,0.247,MODERATE
REQ02188,AMB0066,9,3.01,AMB0064,9,3,0.705,NORMAL
REQ02189,AMB0123,15,5.43,AMB0120,14,4.4,0.622,MODERATE
REQ02190,AMB0016,5,2.1,AMB0016,5,2.1,0.412,NORMAL
REQ02191,AMB0039,5,1.5,AMB0039,5,1.5,0.323,NORMAL
REQ02192,AMB0121,8,2.16,AMB0120,7,2,0.118,NORMAL
REQ02193,AMB0066,7,2.53,AMB0064,7,2.6,0.683,NORMAL
REQ02194,AMB0088,37,18.93,AMB0079,28,16.3,0.632,NORMAL
REQ02195,AMB0124,9,2.48,AMB0123,10,2.8,0.352,NORMAL
REQ02196,AMB0034,4,1.47,AMB0036,4,1.5,0.322,NORMAL
REQ02197,AMB0038,5,2.2,AMB0037,4,1.8,0.336,HEAVY
REQ02198,AMB0094,9,2.88,AMB0092,6,2.1,0.458,NORMAL
REQ02199,AMB0125,3,1,AMB0125,3,1,0.167,NORMAL
REQ02200,AMB0131,2,0.92,AMB0131,2,0.9,0.185,HEAVY
REQ02201,AMB0084,5,1.42,AMB0084,5,1.4,0.147,MODERATE
REQ02202,AMB0028,5,1.65,AMB0026,4,1.5,0.315,NORMAL
REQ02203,AMB0017,10,2.83,AMB0019,9,2.6,0.527,NORMAL
REQ02204,AMB0034,4,1.21,AMB0036,4,1.2,0.289,NORMAL
REQ02205,AMB0039,7,2.07,AMB0055,6,2.4,0.451,NORMAL
REQ02206,AMB0086,4,1.48,AMB0086,4,1.5,0.27,NORMAL
REQ02207,AMB0066,3,0.79,AMB0066,3,0.8,0.193,NORMAL
REQ02208,AMB0111,7,2.19,AMB0112,7,2.4,0.333,MODERATE
REQ02209,AMB0118,6,2.29,AMB0118,6,2.3,0.357,HEAVY
REQ02210,AMB0035,2,0.44,AMB0035,1,0.4,0.167,NORMAL
REQ02211,AMB0106,4,1.11,AMB0106,4,1.1,0.266,NORMAL
REQ02212,AMB0026,5,1.45,AMB0026,5,1.5,0.481,NORMAL
REQ02213,AMB0122,8,2.2,AMB0122,8,2.2,0.335,NORMAL
REQ02214,AMB0090,4,0.98,AMB0088,4,1,0.208,MODERATE
REQ02215,AMB0036,10,3.91,AMB0021,7,3,0.64,NORMAL
REQ02216,AMB0078,13,3.95,AMB0080,13,3.9,0.444,NORMAL
REQ02217,AMB0024,7,2.44,AMB0023,6,2.2,0.552,MODERATE
REQ02218,AMB0123,12,4.45,AMB0123,12,4.5,0.602,HEAVY
REQ02219,AMB0061,9,3.07,AMB0065,5,2,0.464,NORMAL
REQ02220,AMB0103,6,1.52,AMB0103,6,1.5,0.302,NORMAL
REQ02221,AMB0039,10,3.04,AMB0036,7,3,0.603,HEAVY
REQ02222,AMB0075,3,0.77,AMB0075,3,0.8,0.154,MODERATE
REQ02223,AMB0025,5,1.69,AMB0023,5,1.7,0.3,NORMAL
REQ02224,AMB0129,9,2.46,AMB0131,9,2.3,0.362,HEAVY
REQ02225,AMB0041,12,3.73,AMB0042,12,3.7,0.395,NORMAL
REQ02226,AMB0016,4,1.74,AMB0014,3,1.3,0.226,MODERATE
REQ02227,AMB0034,3,0.93,AMB0036,3,0.9,0.256,NORMAL
REQ02228,AMB0002,11,2.96,AMB0001,10,2.7,0.426,NORMAL
REQ02229,AMB0070,2,0.8,AMB0070,2,0.8,0.229,NORMAL
REQ02230,AMB0076,10,3.15,AMB0053,7,2.6,0.613,HEAVY
REQ02231,AMB0131,10,4.08,AMB0131,10,4.1,0.391,NORMAL
REQ02232,AMB0036,2,0.4,AMB0036,1,0.4,0.18,NORMAL
REQ02233,AMB0088,3,1.1,AMB0088,3,1.1,0.195,HEAVY
REQ02234,AMB0044,17,8.27,AMB0042,8,4.3,0.366,MODERATE
REQ02235,AMB0069,3,0.86,AMB0069,3,0.9,0.267,NORMAL
REQ02236,AMB0039,6,1.72,AMB0037,6,1.5,0.356,NORMAL
REQ02237,AMB0066,8,2.54,AMB0064,8,2.6,0.578,MODERATE
REQ02238,AMB0034,5,1.68,AMB0036,5,1.7,0.36,MODERATE
REQ02239,AMB0128,9,3.03,AMB0128,9,3,0.572,NORMAL
REQ02240,AMB0042,10,4.74,AMB0049,4,2,0.426,NORMAL
REQ02241,AMB0122,7,1.92,AMB0120,6,1.7,0.175,NORMAL
REQ02242,AMB0084,2,0.55,AMB0084,2,0.6,0.115,NORMAL
REQ02243,AMB0128,2,0.86,AMB0128,2,0.9,0.16,NORMAL
REQ02244,AMB0127,4,1.23,AMB0128,4,1.1,0.211,NORMAL
REQ02245,AMB0125,4,1.77,AMB0123,3,1.5,0.233,MODERATE
REQ02246,AMB0078,8,2.51,AMB0080,8,2.5,0.354,NORMAL
REQ02247,AMB0065,2,0.75,AMB0065,2,0.8,0.211,NORMAL
REQ02248,AMB0032,8,2.25,AMB0031,7,2.1,0.579,NORMAL
REQ02249,AMB0115,7,2.68,AMB0114,5,1.8,0.27,MODERATE
REQ02250,AMB0003,7,2.16,AMB0003,7,2.2,0.48,NORMAL
REQ02251,AMB0110,7,2.54,AMB0110,7,2.5,0.442,NORMAL
REQ02252,AMB0079,25,12.89,AMB0083,12,6.1,0.391,MODERATE
REQ02253,AMB0122,9,2.44,AMB0120,9,2.3,0.35,NORMAL
REQ02254,AMB0051,5,1.72,AMB0050,2,0.6,0.195,NORMAL
REQ02255,AMB0010,2,0.31,AMB0010,1,0.3,0.133,MODERATE
REQ02256,AMB0094,2,0.51,AMB0094,2,0.5,0.12,MODERATE
REQ02257,AMB0125,5,1.72,AMB0125,5,1.7,0.24,HEAVY
REQ02258,AMB0089,7,1.83,AMB0089,7,1.8,0.167,NORMAL
REQ02259,AMB0074,10,5.06,AMB0088,5,2.2,0.385,NORMAL
REQ02260,AMB0012,9,2.37,AMB0011,9,2.6,0.448,NORMAL
REQ02261,AMB0112,10,2.91,AMB0112,10,2.9,0.4,MODERATE
REQ02262,AMB0061,3,0.99,AMB0062,3,0.9,0.338,NORMAL
REQ02263,AMB0055,2,0.31,AMB0055,1,0.3,0.141,NORMAL
REQ02264,AMB0077,25,15.41,AMB0079,24,14.9,0.605,NORMAL
REQ02265,AMB0131,9,3.37,AMB0131,9,3.4,0.395,MODERATE
REQ02266,AMB0118,5,1.67,AMB0118,5,1.7,0.233,NORMAL
REQ02267,AMB0125,5,1.96,AMB0125,5,2,0.269,MODERATE
REQ02268,AMB0131,5,1.77,AMB0131,5,1.8,0.187,NORMAL
REQ02269,AMB0084,5,1.47,AMB0084,5,1.5,0.148,NORMAL
REQ02270,AMB0045,8,2.45,AMB0044,6,2.2,0.396,MODERATE
REQ02271,AMB0028,5,1.31,AMB0032,4,1.2,0.292,MODERATE
REQ02272,AMB0061,6,1.82,AMB0059,5,1.5,0.427,HEAVY
REQ02273,AMB0069,6,2.18,AMB0069,6,2.2,0.652,NORMAL
REQ02274,AMB0005,3,0.9,AMB0005,3,0.9,0.197,NORMAL
REQ02275,AMB0086,6,2.06,AMB0084,5,1.8,0.145,NORMAL
REQ02276,AMB0131,6,2.44,AMB0131,6,2.4,0.335,NORMAL
REQ02277,AMB0129,9,2.27,AMB0131,8,2.1,0.351,MODERATE
REQ02278,AMB0029,8,1.98,AMB0027,7,2,0.289,NORMAL
REQ02279,AMB0131,8,3.42,AMB0131,8,3.4,0.352,MODERATE
REQ02280,AMB0009,4,1.65,AMB0009,4,1.7,0.285,MODERATE
REQ02281,AMB0077,28,16.16,AMB0079,27,15.6,0.397,MODERATE
REQ02282,AMB0037,8,3.01,AMB0021,7,3,0.698,NORMAL
REQ02283,AMB0021,7,2.5,AMB0021,7,2.5,0.524,NORMAL
REQ02284,AMB0022,6,2.31,AMB0022,6,2.3,0.435,NORMAL
REQ02285,AMB0064,5,1.59,AMB0065,4,1.4,0.361,MODERATE
REQ02286,AMB0048,3,0.84,AMB0049,2,0.8,0.259,MODERATE
REQ02287,AMB0005,5,1.83,AMB0005,5,1.8,0.268,NORMAL
REQ02288,AMB0082,41,20.89,AMB0046,15,6.2,0.371,NORMAL
REQ02289,AMB0112,8,2.2,AMB0109,8,2.5,0.357,NORMAL
REQ02290,AMB0131,3,1.14,AMB0131,3,1.1,0.198,NORMAL
REQ02291,AMB0072,9,2.27,AMB0070,8,2.2,0.358,MODERATE
REQ02292,AMB0069,9,3.03,AMB0091,7,2.7,0.618,MODERATE
REQ02293,AMB0101,20,7.69,AMB0103,11,3.6,0.573,MODERATE
REQ02294,AMB0038,5,1.73,AMB0037,4,1.3,0.272,NORMAL
REQ02295,AMB0053,8,2.49,AMB0049,7,2.3,0.551,NORMAL
REQ02296,AMB0071,3,0.66,AMB0071,2,0.7,0.219,NORMAL
REQ02297,AMB0072,5,1.45,AMB0072,5,1.5,0.3,NORMAL
REQ02298,AMB0128,5,1.4,AMB0128,5,1.4,0.227,NORMAL
REQ02299,AMB0055,4,1.66,AMB0055,4,1.7,0.309,NORMAL
REQ02300,AMB0005,8,2.63,AMB0005,8,2.6,0.45,NORMAL
REQ02301,AMB0114,9,3,AMB0113,8,2.9,0.52,MODERATE
REQ02302,AMB0032,4,1.18,AMB0031,3,1,0.316,NORMAL
REQ02303,AMB0015,12,4.66,AMB0018,8,2.9,0.59,NORMAL
REQ02304,AMB0051,5,1.61,AMB0050,2,0.6,0.212,MODERATE
REQ02305,AMB0075,19,7.74,AMB0088,11,4,0.337,HEAVY
REQ02306,AMB0057,5,1.26,AMB0058,4,1.1,0.217,MODERATE
REQ02307,AMB0086,10,3.43,AMB0092,9,2.9,0.411,NORMAL
REQ02308,AMB0043,5,2.38,AMB0043,5,2.4,0.337,HEAVY
REQ02309,AMB0024,7,2.35,AMB0023,5,1.8,0.323,MODERATE
REQ02310,AMB0129,4,1.02,AMB0131,3,0.8,0.192,NORMAL
REQ02311,AMB0063,7,1.97,AMB0065,6,1.9,0.417,NORMAL
REQ02312,AMB0095,22,8.56,AMB0097,7,2.6,0.427,NORMAL
REQ02313,AMB0061,4,1.31,AMB0064,2,0.9,0.249,NORMAL
REQ02314,AMB0103,10,2.99,AMB0103,10,3,0.535,NORMAL
REQ02315,AMB0034,4,1.54,AMB0036,4,1.5,0.324,MODERATE
REQ02316,AMB0066,8,2.51,AMB0064,8,2.5,0.526,NORMAL
REQ02317,AMB0060,14,4.57,AMB0092,10,3.3,0.547,NORMAL
REQ02318,AMB0108,16,6.33,AMB0095,8,2.6,0.469,NORMAL
REQ02319,AMB0050,9,3.77,AMB0037,5,2,0.462,NORMAL
REQ02320,AMB0053,6,1.83,AMB0053,5,1.8,0.396,HEAVY
REQ02321,AMB0026,9,2.27,AMB0027,9,2.5,0.454,NORMAL
REQ02322,AMB0047,11,4.09,AMB0046,10,3.9,0.323,NORMAL
REQ02323,AMB0092,2,0.54,AMB0092,2,0.5,0.133,NORMAL
REQ02324,AMB0076,8,2.1,AMB0054,6,1.7,0.339,NORMAL
REQ02325,AMB0047,10,2.67,AMB0046,9,2.4,0.31,MODERATE
REQ02326,AMB0094,10,3.29,AMB0092,7,2.5,0.476,HEAVY
REQ02327,AMB0061,7,2,AMB0056,5,1.4,0.384,NORMAL
REQ02328,AMB0055,4,1.67,AMB0055,4,1.7,0.321,NORMAL
REQ02329,AMB0089,3,0.91,AMB0089,3,0.9,0.217,NORMAL
REQ02330,AMB0078,14,4.34,AMB0079,14,4.2,0.461,NORMAL
REQ02331,AMB0100,4,1.25,AMB0100,4,1.3,0.189,MODERATE
REQ02332,AMB0129,8,2.03,AMB0131,7,1.8,0.19,NORMAL
REQ02333,AMB0109,9,3.98,AMB0110,7,3,0.435,MODERATE
REQ02334,AMB0041,4,1.59,AMB0041,4,1.6,0.309,MODERATE
REQ02335,AMB0009,2,0.9,AMB0009,2,0.9,0.207,NORMAL
REQ02336,AMB0008,6,2.03,AMB0008,6,2,0.343,NORMAL
REQ02337,AMB0125,7,3.01,AMB0123,6,2.7,0.495,NORMAL
REQ02338,AMB0022,5,2.01,AMB0021,3,1.3,0.238,HEAVY
REQ02339,AMB0067,5,1.19,AMB0067,4,1.2,0.266,MODERATE
REQ02340,AMB0009,2,0.48,AMB0009,1,0.5,0.161,NORMAL
REQ02341,AMB0128,7,2.54,AMB0128,7,2.5,0.54,HEAVY
REQ02342,AMB0037,11,3.26,AMB0037,11,3.3,0.694,NORMAL
REQ02343,AMB0123,9,3.79,AMB0120,7,2.4,0.478,MODERATE
REQ02344,AMB0073,3,1.33,AMB0072,3,1.1,0.288,NORMAL
REQ02345,AMB0032,6,1.85,AMB0031,5,1.7,0.511,NORMAL
REQ02346,AMB0071,3,0.96,AMB0070,2,0.8,0.246,NORMAL
REQ02347,AMB0103,8,2.25,AMB0103,8,2.3,0.499,NORMAL
REQ02348,AMB0066,7,2.04,AMB0065,7,2,0.405,NORMAL
REQ02349,AMB0121,12,3.54,AMB0120,11,3.3,0.513,NORMAL
REQ02350,AMB0122,9,2.44,AMB0122,9,2.4,0.352,NORMAL
REQ02351,AMB0060,7,2.3,AMB0069,4,1.5,0.362,NORMAL
REQ02352,AMB0112,4,1.42,AMB0112,4,1.4,0.187,NORMAL
REQ02353,AMB0082,38,20.13,AMB0046,11,5.5,0.338,HEAVY
REQ02354,AMB0018,2,0.4,AMB0018,1,0.4,0.169,MODERATE
REQ02355,AMB0079,25,13.27,AMB0083,12,6.5,0.396,NORMAL
REQ02356,AMB0087,6,2.24,AMB0091,5,2.3,0.332,NORMAL
REQ02357,AMB0088,43,20.54,AMB0079,34,17.9,0.437,NORMAL
REQ02358,AMB0039,6,1.66,AMB0039,6,1.7,0.338,MODERATE
REQ02359,AMB0017,11,3.02,AMB0019,10,2.8,0.541,NORMAL
REQ02360,AMB0077,26,15.7,AMB0079,25,15.2,0.614,NORMAL
REQ02361,AMB0122,4,1.21,AMB0122,4,1.2,0.177,MODERATE
REQ02362,AMB0121,12,3.19,AMB0120,11,3,0.295,HEAVY
REQ02363,AMB0014,7,2.66,AMB0014,7,2.7,0.475,NORMAL
REQ02364,AMB0055,6,1.92,AMB0055,6,1.9,0.35,NORMAL
REQ02365,AMB0037,2,0.65,AMB0037,2,0.7,0.176,HEAVY
REQ02366,AMB0104,9,3.7,AMB0104,9,3.7,0.52,MODERATE
REQ02367,AMB0078,3,1.01,AMB0079,2,0.9,0.161,NORMAL
REQ02368,AMB0118,9,3.25,AMB0118,9,3.3,0.531,NORMAL
REQ02369,AMB0055,4,1.6,AMB0055,4,1.6,0.308,MODERATE
REQ02370,AMB0023,3,1.2,AMB0023,3,1.2,0.251,NORMAL
REQ02371,AMB0094,9,3.08,AMB0092,7,2.3,0.456,NORMAL
REQ02372,AMB0113,5,1.56,AMB0113,5,1.6,0.26,MODERATE
REQ02373,AMB0042,7,2.16,AMB0042,7,2.2,0.331,NORMAL
REQ02374,AMB0061,4,1.3,AMB0062,4,1.2,0.392,NORMAL
REQ02375,AMB0106,14,5.83,AMB0095,6,2,0.424,NORMAL
REQ02376,AMB0092,6,2.16,AMB0092,6,2.2,0.358,NORMAL
REQ02377,AMB0055,2,0.35,AMB0055,1,0.4,0.158,NORMAL
REQ02378,AMB0055,7,2.46,AMB0049,5,1.7,0.338,MODERATE
REQ02379,AMB0003,5,1.28,AMB0003,5,1.3,0.234,NORMAL
REQ02380,AMB0075,4,0.96,AMB0075,4,1,0.128,NORMAL
REQ02381,AMB0034,2,0.67,AMB0036,2,0.7,0.208,MODERATE
REQ02382,AMB0115,5,1.33,AMB0115,5,1.3,0.177,MODERATE
REQ02383,AMB0069,2,0.38,AMB0069,1,0.4,0.148,NORMAL
REQ02384,AMB0056,4,1.12,AMB0057,3,1,0.247,NORMAL
REQ02385,AMB0032,5,1.72,AMB0026,3,1.1,0.253,NORMAL
REQ02386,AMB0114,7,2.32,AMB0114,7,2.3,0.441,NORMAL
REQ02387,AMB0048,3,1.05,AMB0048,3,1.1,0.297,NORMAL
REQ02388,AMB0001,2,1.25,AMB0001,2,1.3,0.216,NORMAL
REQ02389,AMB0100,9,2.72,AMB0100,9,2.7,0.423,MODERATE
REQ02390,AMB0023,4,1.47,AMB0023,4,1.5,0.282,NORMAL
REQ02391,AMB0089,8,2.45,AMB0088,8,2.6,0.297,NORMAL
REQ02392,AMB0094,7,2.18,AMB0092,4,1.4,0.279,NORMAL
REQ02393,AMB0042,7,2.27,AMB0042,7,2.3,0.345,MODERATE
REQ02394,AMB0007,3,2.11,AMB0007,3,2.1,0.305,NORMAL
REQ02395,AMB0068,3,1.16,AMB0068,3,1.2,0.279,HEAVY
REQ02396,AMB0130,5,1.34,AMB0131,4,1,0.204,NORMAL
REQ02397,AMB0046,4,1.77,AMB0046,4,1.8,0.141,MODERATE
REQ02398,AMB0035,7,1.87,AMB0033,6,1.7,0.37,HEAVY
REQ02399,AMB0046,5,2.78,AMB0046,5,2.8,0.279,MODERATE
REQ02400,AMB0081,29,17.78,AMB0083,3,1.8,0.17,NORMAL
REQ02401,AMB0057,13,4.1,AMB0033,6,1.8,0.265,NORMAL
REQ02402,AMB0002,7,1.96,AMB0001,6,1.7,0.271,NORMAL
REQ02403,AMB0110,19,8.62,AMB0113,9,4.3,0.513,MODERATE
REQ02404,AMB0022,6,2.31,AMB0021,4,1.6,0.283,HEAVY
REQ02405,AMB0047,8,2.18,AMB0046,7,1.9,0.146,MODERATE
REQ02406,AMB0066,3,0.91,AMB0065,3,0.8,0.213,NORMAL
REQ02407,AMB0089,6,2.27,AMB0088,6,2.4,0.28,HEAVY
REQ02408,AMB0057,16,4.97,AMB0035,10,2.9,0.473,MODERATE
REQ02409,AMB0018,4,1.06,AMB0018,4,1.1,0.284,MODERATE
REQ02410,AMB0014,5,1.73,AMB0014,5,1.7,0.282,HEAVY
REQ02411,AMB0023,3,1.24,AMB0023,3,1.2,0.251,NORMAL
REQ02412,AMB0090,3,0.8,AMB0088,3,0.8,0.189,NORMAL
REQ02413,AMB0018,8,2.5,AMB0018,8,2.5,0.549,HEAVY
REQ02414,AMB0131,8,3.21,AMB0131,8,3.2,0.352,MODERATE
REQ02415,AMB0031,4,1.24,AMB0031,4,1.2,0.283,NORMAL
REQ02416,AMB0011,3,1.3,AMB0011,3,1.3,0.205,NORMAL
REQ02417,AMB0125,14,6.48,AMB0120,8,4.4,0.551,MODERATE
REQ02418,AMB0091,2,0.22,AMB0091,1,0.2,0.106,NORMAL
REQ02419,AMB0068,3,1.06,AMB0068,3,1.1,0.275,NORMAL
REQ02420,AMB0046,5,2.79,AMB0046,5,2.8,0.281,MODERATE
REQ02421,AMB0067,5,1.28,AMB0068,5,1.3,0.333,NORMAL
REQ02422,AMB0032,6,1.77,AMB0031,5,1.6,0.395,NORMAL
REQ02423,AMB0026,11,2.87,AMB0026,11,2.9,0.653,NORMAL
REQ02424,AMB0032,6,1.88,AMB0031,5,1.7,0.507,MODERATE
REQ02425,AMB0009,14,6.51,AMB0007,7,2.9,0.394,NORMAL
REQ02426,AMB0074,2,0.86,AMB0074,2,0.9,0.216,MODERATE
REQ02427,AMB0008,5,1.6,AMB0008,5,1.6,0.294,NORMAL
REQ02428,AMB0125,7,1.81,AMB0125,7,1.8,0.176,HEAVY
REQ02429,AMB0040,13,6.15,AMB0049,6,3.3,0.513,MODERATE
REQ02430,AMB0094,4,1.62,AMB0091,3,1.1,0.25,NORMAL
REQ02431,AMB0005,6,2.41,AMB0007,6,2.6,0.463,NORMAL
REQ02432,AMB0118,7,2.73,AMB0118,7,2.7,0.377,NORMAL
REQ02433,AMB0084,10,2.96,AMB0086,11,3.3,0.327,MODERATE
REQ02434,AMB0002,9,2.49,AMB0001,8,2.3,0.393,NORMAL
REQ02435,AMB0130,10,2.64,AMB0131,9,2.3,0.365,NORMAL
REQ02436,AMB0123,11,4.44,AMB0120,10,3.4,0.569,NORMAL
REQ02437,AMB0104,5,1.97,AMB0098,4,1.9,0.319,MODERATE
REQ02438,AMB0001,5,2.75,AMB0001,5,2.8,0.351,MODERATE
REQ02439,AMB0048,4,1.48,AMB0049,3,1.3,0.306,MODERATE
REQ02440,AMB0003,2,0.61,AMB0003,2,0.6,0.18,NORMAL
REQ02441,AMB0104,5,2.27,AMB0102,4,2.1,0.448,NORMAL
REQ02442,AMB0111,6,1.72,AMB0112,6,1.6,0.188,NORMAL
REQ02443,AMB0038,10,3.24,AMB0037,9,2.8,0.66,NORMAL
REQ02444,AMB0078,12,4.02,AMB0079,12,3.9,0.438,NORMAL
REQ02445,AMB0088,2,0.43,AMB0088,1,0.4,0.146,MODERATE
REQ02446,AMB0092,5,1.86,AMB0092,5,1.9,0.245,NORMAL
REQ02447,AMB0110,7,2.86,AMB0110,7,2.9,0.487,NORMAL
